player_id,pitching_ratings_overall_stuff,pitching_ratings_overall_control,pitching_ratings_overall_movement,pitching_ratings_pitches_fastball,pitching_ratings_pitches_slider,pitching_ratings_pitches_curveball,pitching_ratings_pitches_screwball,pitching_ratings_pitches_forkball,pitching_ratings_pitches_changeup,pitching_ratings_pitches_sinker,pitching_ratings_pitches_splitter,pitching_ratings_pitches_knuckleball,pitching_ratings_pitches_cutter,pitching_ratings_pitches_circlechange,pitching_ratings_pitches_knucklecurve
4054,25,56,75,30,16,0,0,0,1,0,0,0,0,0,0
4055,1,52,59,0,0,0,0,0,0,0,0,0,0,0,0
4056,21,49,88,36,0,13,0,0,1,54,0,0,0,0,0
4057,1,45,60,0,0,0,0,0,0,0,0,0,0,0,0
4058,1,49,60,0,0,0,0,0,0,0,0,0,0,0,0
4059,14,45,101,0,22,0,0,0,2,0,0,0,49,0,0
4060,1,55,59,0,0,0,0,0,0,0,0,0,0,0,0
4061,14,51,77,30,0,0,0,0,1,0,36,0,0,0,0
4062,1,45,60,0,0,0,0,0,0,0,0,0,0,0,0
4063,21,50,80,36,0,0,0,0,1,0,40,0,40,0,0
4064,1,58,59,0,0,0,0,0,0,0,0,0,0,0,0
4065,27,49,91,30,0,0,0,0,0,0,39,0,0,1,0
4066,14,47,105,0,0,16,0,0,5,62,47,0,0,0,0
4067,13,50,63,20,0,0,0,0,6,0,0,0,27,0,0
4068,1,50,59,0,0,0,0,0,0,0,0,0,0,0,0
4069,1,44,59,0,0,0,0,0,0,0,0,0,0,0,0
4070,1,50,59,0,0,0,0,0,0,0,0,0,0,0,0
4071,23,47,70,30,0,11,0,34,1,0,0,0,0,0,0
4072,1,45,60,0,0,0,0,0,0,0,0,0,0,0,0
4073,1,54,59,0,0,0,0,0,0,0,0,0,0,0,0
4074,20,44,98,30,0,0,0,0,0,0,40,0,40,0,0
4075,7,47,68,0,14,0,0,0,0,0,0,3,0,3,0
4076,27,51,99,0,0,20,0,0,0,0,51,0,51,7,0
4077,1,44,59,0,0,0,0,0,0,0,0,0,0,0,0
4078,1,48,59,0,0,0,0,0,0,0,0,0,0,0,0
4079,16,47,104,30,0,11,0,0,1,0,41,0,0,0,0
4080,23,48,63,30,0,11,0,33,1,0,0,0,0,0,0
4081,1,48,60,0,0,0,0,0,0,0,0,0,0,0,0
4082,1,54,58,0,0,0,0,0,0,0,0,0,0,0,0
4083,8,50,95,18,0,7,0,0,1,0,31,0,0,0,0
4084,1,45,59,0,0,0,0,0,0,0,0,0,0,0,0
4085,1,47,59,0,0,0,0,0,0,0,0,0,0,0,0
4086,26,45,112,0,31,21,0,63,1,75,63,0,0,0,0
4087,13,49,71,18,0,7,0,27,0,0,27,0,0,0,0
4088,1,49,60,0,0,0,0,0,0,0,0,0,0,0,0
4089,1,45,59,0,0,0,0,0,0,0,0,0,0,0,0
4090,17,56,89,30,16,0,0,38,1,0,0,0,0,0,0
4091,1,46,60,0,0,0,0,0,0,0,0,0,0,0,0
4092,1,49,60,0,0,0,0,0,0,0,0,0,0,0,0
4093,1,52,59,0,0,0,0,0,0,0,0,0,0,0,0
4094,1,54,58,0,0,0,0,0,0,0,0,0,0,0,0
4095,1,54,58,0,0,0,0,0,0,0,0,0,0,0,0
4096,1,50,60,0,0,0,0,0,0,0,0,0,0,0,0
4097,27,52,79,36,0,0,0,40,1,0,0,0,40,0,0
4098,1,48,60,6,0,0,0,0,0,0,0,0,0,0,0
4099,21,45,115,0,0,26,0,0,8,78,66,0,0,0,0
4100,1,46,60,0,0,0,0,0,0,0,0,0,0,0,0
4101,17,48,92,30,16,0,0,0,1,0,39,0,0,0,0
4102,26,54,91,30,16,0,0,0,1,0,39,0,39,0,0
4103,1,56,59,0,0,0,0,0,0,0,0,0,0,0,0
4104,1,49,59,0,0,0,0,0,0,0,0,0,0,0,0
4105,1,56,58,0,0,0,0,0,0,0,0,0,0,0,0
4106,21,49,106,30,0,0,0,0,0,58,42,0,0,0,0
4107,22,50,78,0,23,16,0,0,0,0,45,0,45,0,0
4108,1,46,60,0,0,0,0,0,0,0,0,0,0,0,0
4109,40,166,91,48,46,0,0,0,44,0,56,0,0,0,0
4110,1,45,59,0,0,0,0,0,0,0,0,0,0,0,0
4111,167,74,94,132,163,0,0,0,0,123,132,0,0,0,0
4112,1,53,58,0,0,0,0,0,0,0,0,0,0,0,0
4113,17,51,88,24,0,9,0,34,1,0,34,0,0,1,0
4114,12,45,115,0,0,15,0,0,4,65,0,0,0,0,0
4115,1,45,60,0,0,0,0,0,0,0,0,0,0,0,0
4116,1,52,59,0,0,0,0,0,0,0,0,0,0,0,0
4117,1,56,59,0,0,0,0,0,0,0,0,0,0,0,0
4118,17,49,98,30,16,0,0,40,0,0,0,0,0,0,0
4119,1,48,60,0,0,0,0,0,0,0,0,0,0,0,0
4120,1,49,60,0,0,0,0,0,0,0,0,0,0,0,0
4121,1,51,59,0,0,0,0,0,0,0,0,0,0,0,0
4122,72,45,29,108,0,98,0,0,5,0,0,0,0,0,0
4123,1,45,60,0,0,0,0,0,0,0,0,0,0,0,0
4125,1,50,59,0,0,0,0,0,0,0,0,0,0,0,0
4126,1,52,59,0,0,0,0,0,0,0,0,0,0,0,0
4127,1,56,59,0,0,0,0,0,0,0,0,0,0,0,0
4128,23,52,79,30,0,11,0,36,1,0,0,0,0,0,0
4129,14,47,99,30,0,0,0,0,1,0,40,0,0,0,0
4130,36,48,94,60,0,0,0,0,0,0,59,0,0,1,0
4131,1,56,59,0,0,0,0,0,0,0,0,0,0,0,0
4132,1,45,59,0,0,0,0,0,0,0,0,0,0,0,0
4133,1,48,60,0,0,0,0,0,0,0,0,0,0,0,0
4134,1,45,60,0,0,0,0,0,0,0,0,0,0,0,0
4135,1,55,59,0,0,0,0,0,0,0,0,0,0,0,0
4136,1,48,60,0,0,0,0,0,0,0,0,0,0,0,0
4137,1,58,59,0,0,0,0,0,0,0,0,0,0,0,0
4138,14,51,93,0,19,13,0,0,1,0,0,0,43,0,0
4139,26,56,70,42,22,0,0,42,1,0,0,0,0,0,0
4140,18,54,62,30,16,11,0,33,1,0,0,0,0,0,0
4141,23,51,72,30,0,0,0,35,1,0,0,0,35,0,0
4142,1,46,59,0,0,0,0,0,0,0,0,0,0,0,0
4143,1,55,59,0,0,0,0,0,0,0,0,0,0,0,0
4144,1,55,58,0,0,0,0,0,0,0,0,0,0,0,0
4145,1,48,60,0,0,0,0,0,0,0,0,0,0,0,0
4146,1,50,59,0,0,0,0,0,0,0,0,0,0,0,0
4147,15,56,111,0,0,13,0,44,4,61,0,0,0,0,0
4148,26,45,79,30,16,0,0,0,1,0,36,0,0,0,0
4149,13,50,80,0,19,0,0,0,2,0,0,0,41,0,0
4150,21,55,91,0,31,0,0,0,2,0,0,0,59,0,0
4151,12,45,101,0,16,11,0,0,1,0,41,0,41,0,0
4152,1,53,59,0,0,0,0,0,0,0,0,0,0,0,0
4153,1,56,59,0,0,0,0,0,0,0,0,0,0,0,0
4154,19,49,71,30,0,0,0,0,1,0,0,0,35,0,0
4155,16,47,107,30,0,11,0,0,1,58,0,0,0,0,0
4156,21,46,96,42,0,15,0,0,1,0,0,0,0,0,0
4157,1,54,59,0,0,0,0,0,0,0,0,0,0,0,0
4158,8,48,79,18,0,7,0,0,1,0,28,0,0,0,0
4159,1,47,60,0,0,0,0,0,0,0,0,0,0,0,0
4160,1,56,59,0,0,0,0,0,0,0,0,0,0,0,0
4161,1,55,59,0,0,0,0,0,0,0,0,0,0,0,0
4162,41,50,109,42,0,0,0,0,0,65,50,0,0,0,0
4163,8,49,96,18,0,7,0,32,1,0,0,0,0,0,0
4164,1,47,60,0,0,0,0,0,0,0,0,0,0,0,0
4165,1,54,59,0,0,0,0,0,0,0,0,0,0,0,0
4166,1,47,60,0,0,0,0,0,0,0,0,0,0,0,0
4167,25,48,107,30,0,11,0,0,0,58,42,0,42,1,0
4168,1,51,59,0,0,0,0,0,0,0,0,0,0,0,0
4169,1,53,59,0,0,0,0,0,0,0,0,0,0,0,0
4170,12,48,92,24,0,9,0,0,1,0,35,0,0,0,9
4171,1,58,59,0,0,0,0,0,0,0,0,0,0,0,0
4172,36,56,88,54,0,0,19,0,0,0,0,0,0,1,0
4173,15,50,87,0,0,13,0,42,1,0,0,0,42,0,0
4174,26,47,115,0,0,0,0,0,0,61,43,0,43,1,0
4175,1,50,60,0,0,0,0,0,0,0,0,0,0,0,0
4176,14,54,98,18,10,7,0,0,1,0,0,0,0,0,0
4177,7,50,83,0,0,9,0,30,0,0,0,0,30,4,0
4178,1,46,59,0,0,0,0,0,0,0,0,0,0,0,0
4179,1,47,59,0,0,0,0,0,0,0,0,0,0,0,0
4180,1,48,59,0,0,0,0,0,0,0,0,0,0,0,0
4181,1,47,60,0,0,0,0,0,0,0,0,0,0,0,0
4182,1,47,59,0,0,0,0,0,0,0,0,0,0,0,0
4183,1,54,58,0,0,0,0,0,0,0,0,0,0,0,0
4184,1,46,60,0,0,0,0,0,0,0,0,0,0,0,0
4185,50,49,101,72,0,25,0,0,1,0,69,0,0,0,0
4186,23,47,88,30,0,11,0,0,1,0,38,0,38,0,11
4187,16,55,68,30,0,0,0,34,1,0,0,0,34,0,0
4188,1,47,59,0,0,0,0,0,0,0,0,0,0,0,0
4189,23,50,99,0,0,26,0,0,7,0,0,0,63,0,26
4190,1,46,59,0,0,0,0,0,0,0,0,0,0,0,0
4191,15,44,84,0,16,0,11,0,1,0,0,0,37,0,0
4192,1,48,59,0,0,0,0,0,0,0,0,0,0,0,0
4193,1,55,59,0,0,0,0,0,0,0,0,0,0,0,0
4194,1,46,59,0,0,0,0,0,0,0,0,0,0,0,0
4195,1,52,59,0,0,0,0,0,0,0,0,0,0,0,0
4196,1,49,60,0,0,0,0,0,0,0,0,0,0,0,0
4197,25,53,87,30,16,0,0,38,1,0,0,0,0,0,0
4198,23,48,71,30,0,0,0,35,1,0,35,0,0,0,0
4199,13,51,79,24,0,9,0,0,0,0,32,0,0,0,9
4200,1,47,59,0,0,0,0,0,0,0,0,0,0,0,0
4201,1,50,59,0,0,0,0,0,0,0,0,0,0,0,0
4202,37,53,65,48,25,0,0,0,0,0,0,0,0,1,0
4203,1,49,60,0,0,0,0,0,0,0,0,0,0,0,0
4204,17,46,74,30,16,0,0,35,1,0,0,0,0,0,0
4205,1,52,59,0,0,0,0,0,0,0,0,0,0,0,0
4206,1,51,59,0,0,0,0,0,0,0,0,0,0,0,0
4207,1,56,58,0,0,0,0,0,0,0,0,0,0,0,0
4208,8,56,113,0,0,0,0,0,0,58,0,1,0,1,0
4209,1,53,59,0,0,0,0,0,0,0,0,0,0,0,0
4210,35,45,86,42,22,15,0,0,0,0,46,0,0,0,0
4211,12,46,103,0,16,0,0,0,2,57,41,0,0,0,0
4212,1,46,60,0,0,0,0,0,0,0,0,0,0,0,0
4213,17,47,117,0,0,0,20,0,12,65,48,0,0,0,0
4214,1,56,59,0,0,0,0,0,0,0,0,0,0,0,0
4215,1,45,59,0,0,0,0,0,0,0,0,0,0,0,0
4216,1,48,60,0,0,0,0,0,0,0,0,0,0,0,0
4217,1,48,59,0,0,0,0,0,0,0,0,0,0,0,0
4218,1,50,60,0,0,0,0,0,0,0,0,0,0,0,0
4219,25,50,87,30,16,0,0,38,1,0,0,0,0,0,0
4220,8,50,113,0,0,12,0,0,7,56,0,0,0,0,0
4221,23,54,111,0,0,0,0,0,11,63,47,0,47,0,0
4222,1,46,59,0,0,0,0,0,0,0,0,0,0,0,0
4223,1,53,59,0,0,0,0,0,0,0,0,0,0,0,0
4224,1,49,60,0,0,0,0,0,0,0,0,0,0,0,0
4225,1,48,60,0,0,0,0,0,0,0,0,0,0,0,0
4226,34,54,66,42,22,15,0,42,1,0,0,0,0,1,0
4227,1,51,58,0,0,0,0,0,0,0,0,0,0,0,0
4228,62,20,43,80,79,0,0,0,60,0,0,0,0,0,0
4229,1,55,59,0,0,0,0,0,0,0,0,0,0,0,0
4230,20,56,90,30,0,0,0,0,0,0,38,0,38,0,0
4231,14,50,88,18,10,0,0,30,0,0,0,0,30,0,0
4232,12,53,62,24,13,0,0,29,1,0,0,0,0,0,0
4233,17,55,87,30,16,0,0,0,1,0,38,0,0,0,0
4234,1,57,59,0,0,0,0,0,0,0,0,0,0,0,0
4235,1,44,59,0,0,0,0,0,0,0,0,0,0,0,0
4236,1,45,60,0,0,0,0,0,0,0,0,0,0,0,0
4237,1,47,60,0,0,0,0,0,0,0,0,0,0,0,0
4238,1,48,60,0,0,0,0,0,0,0,0,0,0,0,0
4239,11,53,93,0,0,13,0,0,4,0,40,0,40,0,0
4240,1,47,59,0,0,0,0,0,0,0,0,0,0,0,0
4241,1,46,60,0,0,0,0,0,0,0,0,0,0,0,0
4242,26,47,81,30,16,0,0,0,0,0,37,0,0,0,0
4243,16,55,70,30,0,11,0,0,1,0,0,0,34,0,0
4244,16,50,99,30,0,0,0,0,1,0,40,0,40,0,0
4245,41,46,85,54,28,19,0,0,1,0,0,0,0,0,0
4246,1,58,59,0,0,0,0,0,0,0,0,0,0,0,0
4247,30,44,80,36,19,13,0,40,1,0,0,0,0,1,0
4248,25,49,62,30,16,0,0,33,1,0,0,0,0,0,0
4249,23,49,105,0,34,0,0,0,2,0,66,0,66,0,0
4250,13,49,98,0,17,0,0,0,3,55,41,0,0,0,12
4251,1,49,60,0,0,0,0,0,0,0,0,0,0,0,0
4252,1,50,58,0,0,0,0,0,0,0,0,0,0,0,0
4253,1,47,59,0,0,0,0,0,0,0,0,0,0,0,0
4254,1,51,58,0,0,0,0,0,0,0,0,0,0,0,0
4255,19,46,76,30,16,11,0,36,1,0,36,0,0,0,0
4256,1,50,58,0,0,0,0,0,0,0,0,0,0,0,0
4257,1,46,60,0,0,0,0,0,0,0,0,0,0,0,0
4258,28,46,83,0,0,21,0,0,0,0,48,0,48,0,0
4259,1,51,59,0,0,0,0,0,0,0,0,0,0,0,0
4260,1,57,59,0,0,0,0,0,0,0,0,0,0,0,0
4261,25,48,110,0,36,0,0,0,4,78,0,0,68,4,25
4262,1,50,58,0,0,0,0,0,0,0,0,0,0,0,0
4263,13,50,63,18,0,7,0,0,1,0,25,0,0,0,0
4264,24,47,79,42,0,0,15,0,1,0,0,0,44,0,0
4265,1,49,60,0,0,0,0,0,0,0,0,0,0,0,0
4266,1,45,60,0,0,0,0,0,0,0,0,0,0,0,0
4267,1,46,60,0,0,0,0,0,0,0,0,0,0,0,0
4268,1,55,59,0,0,0,0,0,0,0,0,0,0,0,0
4269,1,49,59,0,0,0,0,0,0,0,0,0,0,0,0
4270,1,45,59,0,0,0,0,0,0,0,0,0,0,0,0
4271,1,45,60,0,0,0,0,0,0,0,0,0,0,0,0
4272,1,48,59,0,0,0,0,0,0,0,0,0,0,0,0
4273,1,50,60,0,0,0,0,0,0,0,0,0,0,0,0
4274,1,56,59,0,0,0,0,0,0,0,0,0,0,0,0
4275,1,51,59,0,0,0,0,0,0,0,0,0,0,0,0
4276,1,56,58,0,0,0,0,0,0,0,0,0,0,0,0
4277,1,54,59,0,0,0,0,0,0,0,0,0,0,0,0
4278,11,45,74,24,0,0,0,31,1,0,31,0,0,0,0
4279,1,49,60,0,0,0,0,0,0,0,0,0,0,0,0
4280,1,45,60,0,0,0,0,0,0,0,0,0,0,0,0
4281,8,50,75,18,0,7,0,27,1,0,0,0,0,0,0
4282,31,54,93,42,22,0,0,0,0,0,47,0,47,0,0
4283,33,50,90,36,0,0,0,0,0,0,42,0,42,0,0
4284,16,50,76,30,0,11,0,36,1,0,0,0,0,0,0
4285,45,53,76,66,0,23,0,60,1,0,0,0,0,0,0
4286,1,44,59,0,0,0,0,0,0,0,0,0,0,0,0
4287,18,47,85,30,0,11,0,0,0,0,37,0,0,0,11
4288,120,128,92,114,132,0,0,0,150,0,0,0,114,0,0
4289,1,45,59,0,0,0,0,0,0,0,0,0,0,0,0
4290,1,53,58,0,0,0,0,0,0,0,0,0,0,0,0
4291,26,56,104,30,16,0,0,0,1,0,41,0,0,0,11
4292,1,55,59,0,0,0,0,0,0,0,0,0,0,0,0
4293,1,47,59,0,0,0,0,0,0,0,0,0,0,0,0
4294,15,47,83,0,16,11,0,0,1,0,0,0,37,0,0
4295,13,45,91,18,0,7,0,0,1,0,31,0,0,0,0
4296,1,57,59,0,0,0,0,0,0,0,0,0,0,0,0
4297,1,51,59,0,0,0,0,0,0,0,0,0,0,0,0
4298,1,55,59,0,0,0,0,0,0,0,0,0,0,0,0
4299,1,48,60,0,0,0,0,0,0,0,0,0,0,0,0
4300,7,45,72,18,10,0,0,0,1,0,0,0,0,0,0
4301,1,50,60,0,0,0,0,0,0,0,0,0,0,0,0
4302,118,153,134,0,0,124,0,0,128,125,0,0,122,0,0
4303,12,55,74,18,0,7,0,27,1,0,27,0,0,1,0
4304,1,54,59,0,0,0,0,0,0,0,0,0,0,0,0
4305,25,47,80,30,16,0,0,36,1,0,0,0,0,0,0
4306,17,48,114,0,0,0,0,47,10,64,0,0,47,0,0
4307,42,51,93,60,0,21,0,0,1,0,59,0,0,0,0
4308,1,50,59,0,0,0,0,0,0,0,0,0,0,0,0
4309,1,45,60,0,0,0,0,0,0,0,0,0,0,0,0
4310,1,49,60,0,0,0,0,0,0,0,0,0,0,0,0
4311,26,51,89,30,16,11,0,0,0,0,38,0,0,0,0
4313,26,58,83,30,16,0,0,0,0,0,37,0,0,0,0
4314,1,51,58,0,0,0,0,0,0,0,0,0,0,0,0
4315,31,50,98,42,0,0,0,48,0,0,0,0,48,0,0
4316,1,47,60,0,0,0,0,0,0,0,0,0,0,0,0
4317,1,54,59,0,0,0,0,0,0,0,0,0,0,0,0
4318,9,55,77,0,0,11,0,36,1,0,0,0,36,0,0
4319,1,53,59,0,0,0,0,0,0,0,0,0,0,0,0
4320,1,55,59,0,0,0,0,0,0,0,0,0,0,0,0
4321,17,46,71,30,16,0,0,35,1,0,0,0,0,0,0
4322,1,56,58,0,0,0,0,0,0,0,0,0,0,0,0
4323,17,52,74,24,0,9,0,31,1,0,0,0,0,0,0
4324,1,55,58,0,0,0,0,0,0,0,0,0,0,0,0
4325,20,46,65,36,0,0,0,0,1,0,0,0,37,1,0
4326,1,50,59,0,0,0,0,0,0,0,0,0,0,0,0
4327,1,51,59,0,0,0,0,0,0,0,0,0,0,0,0
4328,9,53,107,0,13,0,0,0,2,55,38,0,0,0,0
4329,1,54,59,0,0,0,0,0,0,0,0,0,0,0,0
4330,14,57,75,30,0,11,0,0,1,0,0,0,0,0,0
4331,1,51,59,0,0,0,0,0,0,0,0,0,0,0,0
4332,1,54,59,0,0,0,0,0,0,0,0,0,0,0,0
4333,1,53,58,0,0,0,0,0,0,0,0,0,0,0,0
4334,27,57,93,48,0,17,0,51,1,0,0,0,0,0,0
4335,19,52,66,36,0,0,0,0,1,0,0,0,38,0,0
4336,25,47,96,30,0,0,11,0,0,0,40,0,40,0,0
4337,1,50,60,0,0,0,0,0,0,0,0,0,0,0,0
4338,1,49,59,0,0,0,0,0,0,0,0,0,0,0,0
4339,41,56,79,54,28,19,0,0,1,0,52,0,0,0,0
4340,23,55,93,42,22,0,0,0,1,0,0,0,0,0,0
4341,1,50,58,0,0,0,0,0,0,0,0,0,0,0,0
4342,1,54,59,0,0,0,0,0,0,0,0,0,0,0,0
4343,1,54,59,0,0,0,0,0,0,0,0,0,0,0,0
4344,17,49,80,0,19,0,0,0,0,0,38,0,38,0,0
4345,1,50,60,0,0,0,0,0,0,0,0,0,0,0,0
4346,34,54,62,42,22,0,0,0,1,0,41,0,0,0,0
4347,8,46,72,18,10,0,0,27,1,0,0,0,0,0,0
4348,33,51,82,48,0,0,0,49,0,0,49,0,49,0,0
4349,13,47,82,24,13,0,0,33,1,0,33,0,0,1,0
4350,23,53,98,30,0,0,0,40,0,0,0,0,0,0,11
4351,1,46,59,0,0,0,0,0,0,0,0,0,0,0,0
4352,1,53,58,0,0,0,0,0,0,0,0,0,0,0,0
4353,1,54,59,0,0,0,0,0,0,0,0,0,0,0,0
4354,1,52,59,0,0,0,0,0,0,0,0,0,0,0,0
4355,19,57,117,0,22,0,0,50,0,67,0,0,0,0,0
4356,17,49,80,0,19,0,0,0,0,0,38,0,38,0,0
4357,35,49,98,48,0,17,0,0,1,0,52,0,0,0,0
4358,8,57,79,18,0,7,0,28,1,0,28,0,0,0,7
4359,1,48,60,0,0,0,0,0,0,0,0,0,0,0,0
4360,1,56,59,0,0,0,0,0,0,0,0,0,0,0,0
4361,17,56,73,30,16,11,0,0,0,0,0,0,0,1,0
4362,9,46,82,18,10,7,0,29,0,0,29,0,0,0,0
4363,1,44,59,0,0,0,0,0,0,0,0,0,0,0,0
4364,29,56,63,36,19,0,0,0,1,0,0,0,0,0,0
4365,1,57,59,0,0,0,0,0,0,0,0,0,0,0,0
4366,12,58,97,24,0,0,0,36,1,51,0,0,0,0,9
4367,1,45,59,0,0,0,0,0,0,0,0,0,0,0,0
4368,1,51,59,0,0,0,0,0,0,0,0,0,0,0,0
4369,10,53,113,0,0,13,0,0,4,61,0,0,0,4,0
4370,1,54,58,0,0,0,0,0,0,0,0,0,0,0,0
4371,1,49,59,0,0,0,0,0,0,0,0,0,0,0,0
4372,1,55,59,0,0,0,0,0,0,0,0,0,0,0,0
4373,1,51,59,0,0,0,0,0,0,0,0,0,0,0,0
4374,1,51,59,0,0,0,0,0,0,0,0,0,0,0,0
4375,18,51,84,30,16,0,0,0,0,0,37,0,0,1,0
4376,23,58,83,30,0,0,0,37,1,0,37,0,0,0,0
4377,1,50,59,0,0,0,0,0,0,0,0,0,0,0,0
4378,32,45,98,0,37,25,0,0,1,76,68,0,0,0,0
4379,1,47,59,0,0,0,0,0,0,0,0,0,0,0,0
4380,1,45,60,0,0,0,0,0,0,0,0,0,0,0,0
4381,32,51,62,60,0,0,0,0,1,0,0,0,53,0,0
4382,1,45,60,0,0,0,0,0,0,0,0,0,0,0,0
4383,1,50,59,0,0,0,0,0,0,0,0,0,0,0,0
4384,1,49,59,0,0,0,0,0,0,0,0,0,0,0,0
4385,1,55,59,0,0,0,0,0,0,0,0,0,0,0,0
4387,18,48,110,0,0,0,0,0,0,59,42,0,42,0,0
4388,1,55,59,0,0,0,0,0,0,0,0,0,0,0,0
4389,1,50,58,0,0,0,0,0,0,0,0,0,0,0,0
4390,1,45,59,0,0,0,0,0,0,0,0,0,0,0,0
4391,1,50,60,0,0,0,0,0,0,0,0,0,0,0,0
4392,14,55,75,19,10,0,0,0,2,0,0,0,0,0,0
4393,1,50,59,0,0,0,0,0,0,0,0,0,0,0,0
4394,26,48,84,30,16,0,0,0,0,0,37,0,0,0,11
4395,1,56,59,0,0,0,0,0,0,0,0,0,0,0,0
4396,16,56,86,30,0,11,0,38,1,0,0,0,0,0,0
4397,1,50,59,0,0,0,0,0,0,0,0,0,0,0,0
4398,12,54,73,24,13,0,0,31,1,0,0,0,0,0,0
4399,1,47,60,0,0,0,0,0,0,0,0,0,0,0,0
4400,1,47,59,0,0,0,0,0,0,0,0,0,0,0,0
4401,1,45,59,0,0,0,0,0,0,0,0,0,0,0,0
4402,1,48,59,0,0,0,0,0,0,0,0,0,0,0,0
4403,14,47,69,18,10,7,0,0,1,0,0,0,0,0,0
4404,1,50,59,0,0,0,0,0,0,0,0,0,0,0,0
4405,1,57,59,0,0,0,0,0,0,0,0,0,0,0,0
4406,1,56,59,0,0,0,0,0,0,0,0,0,0,0,0
4407,1,51,58,0,0,0,0,0,0,0,0,0,0,0,0
4408,1,50,59,0,0,0,0,0,0,0,0,0,0,0,0
4409,27,50,62,42,0,15,0,0,0,0,0,0,41,1,0
4410,16,48,72,30,0,0,0,35,1,0,35,0,0,0,0
4411,51,54,93,66,34,0,0,0,1,0,63,0,0,0,23
4412,20,55,95,0,0,0,0,0,9,56,43,0,0,0,0
4413,1,46,60,0,0,0,0,0,0,0,0,0,0,0,0
4414,1,47,60,0,0,0,0,0,0,0,0,0,0,0,0
4415,1,48,59,0,0,0,0,0,0,0,0,0,0,0,0
4416,1,46,60,0,0,0,0,0,0,0,0,0,0,0,0
4417,1,48,60,0,0,0,0,0,0,0,0,0,0,0,0
4418,24,50,93,42,0,15,0,47,1,0,0,0,0,0,0
4419,12,49,92,18,0,7,0,31,1,0,0,0,0,0,0
4420,1,44,59,0,0,0,0,0,0,0,0,0,0,0,0
4421,22,57,66,36,0,0,0,0,1,0,0,0,38,0,0
4422,42,46,89,54,28,0,0,0,0,0,54,0,0,0,0
4423,1,49,59,0,0,0,0,0,0,0,0,0,0,0,0
4424,8,52,117,0,0,0,0,0,6,58,38,0,0,6,0
4425,1,46,60,0,0,0,0,0,0,0,0,0,0,0,0
4426,34,49,65,42,22,15,0,41,1,0,0,0,0,0,0
4427,1,50,59,0,0,0,0,0,0,0,0,0,0,0,0
4428,20,48,107,30,16,0,0,0,0,58,42,0,0,0,0
4429,1,55,58,0,0,0,0,0,0,0,0,0,0,0,0
4430,1,51,59,0,0,0,0,0,0,0,0,0,0,0,0
4431,1,57,59,0,0,0,0,0,0,0,0,0,0,0,0
4432,1,45,60,0,0,0,0,0,0,0,0,0,0,0,0
4433,11,50,77,24,0,9,0,0,1,0,32,0,0,0,0
4434,14,52,66,30,0,11,0,0,1,0,0,0,0,0,0
4435,62,55,93,90,0,31,0,79,1,0,0,0,0,0,0
4436,37,49,97,54,28,19,0,0,0,0,56,0,0,1,0
4437,1,47,60,0,0,0,0,0,0,0,0,0,0,0,0
4438,1,49,59,0,0,0,0,0,0,0,0,0,0,0,0
4439,1,48,59,0,0,0,0,0,0,0,0,0,0,0,0
4440,1,57,59,0,0,0,0,0,0,0,0,0,0,0,0
4441,25,47,66,30,16,11,0,0,1,0,0,0,0,0,0
4442,1,52,59,0,0,0,0,0,0,0,0,0,0,0,0
4443,1,46,60,0,0,0,0,0,0,0,0,0,0,0,0
4444,1,50,59,0,0,0,0,0,0,0,0,0,0,0,0
4445,20,56,84,36,19,0,0,0,1,0,0,0,0,0,0
4446,1,46,59,0,0,0,0,0,0,0,0,0,0,0,0
4447,1,50,60,0,0,0,0,0,0,0,0,0,0,0,0
4448,1,49,59,0,0,0,0,0,0,0,0,0,0,0,0
4449,108,86,83,124,0,138,0,0,109,0,0,0,0,0,0
4450,1,55,59,0,0,0,0,0,0,0,0,0,0,0,0
4451,22,49,98,36,19,0,0,0,1,0,44,0,0,0,0
4452,17,51,85,24,0,9,0,0,0,0,0,0,0,1,0
4453,15,54,98,0,16,11,0,0,1,55,0,0,0,0,0
4454,1,51,58,0,0,0,0,0,0,0,0,0,0,0,0
4455,8,55,84,19,0,0,0,0,2,0,0,0,30,2,0
4456,22,57,84,36,19,13,0,0,1,0,0,0,0,0,0
4457,37,56,75,60,31,0,0,55,1,0,0,0,0,0,0
4458,24,55,95,42,0,15,0,47,1,0,0,0,0,0,0
4459,1,54,58,0,0,0,0,0,0,0,0,0,0,0,0
4460,1,49,60,0,0,0,0,0,0,0,0,0,0,0,0
4461,1,49,60,0,0,0,0,0,0,0,0,0,0,0,0
4462,15,57,106,0,16,11,0,0,1,58,42,0,0,0,0
4463,17,45,71,30,16,0,0,35,0,0,0,0,0,0,0
4464,21,53,87,24,0,0,0,0,0,0,34,0,34,0,0
4465,18,48,99,0,19,13,0,0,1,0,0,0,44,0,0
4466,1,48,59,0,0,0,0,0,0,0,0,0,0,0,0
4467,24,45,83,36,19,13,0,0,1,0,41,0,0,0,0
4468,1,49,59,0,0,0,0,0,0,0,0,0,0,0,0
4469,1,52,59,0,0,0,0,0,0,0,0,0,0,0,0
4470,21,54,67,42,0,15,0,0,1,0,0,0,0,0,0
4471,1,45,59,0,0,0,0,0,0,0,0,0,0,0,0
4472,25,54,70,30,16,0,0,34,0,0,0,0,0,0,0
