league_id,start_date,type,event_over,deleted,name,gender,needs_human_action
161,"2040-7-1",101,0,0,"Batter of the Month Award Announcement",0,0
161,"2040-7-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
161,"2040-7-2",104,0,0,"Player of the Week Award Announcement, Week no. 27",0,0
172,"2039-10-25",22,0,0,"Most Valuable Player Award announced",0,0
172,"2040-3-15",10,0,0,"Preseason begins",0,0
161,"2040-7-9",104,0,0,"Player of the Week Award Announcement, Week no. 28",0,0
146,"2039-10-13",22,0,0,"Most Valuable Player Award announced",0,0
156,"2040-7-23",104,0,0,"Player of the Week Award Announcement, Week no. 30",0,0
161,"2040-7-16",104,0,0,"Player of the Week Award Announcement, Week no. 29",0,0
146,"2040-3-13",10,0,0,"Preseason begins",0,0
160,"2039-10-23",22,0,0,"Most Valuable Player Award announced",0,0
172,"2040-7-9",104,0,0,"Player of the Week Award Announcement, Week no. 28",0,0
147,"2040-9-9",13,0,0,"Regular Season Ends",0,0
160,"2040-3-14",10,0,0,"Preseason begins",0,0
156,"2040-7-30",104,0,0,"Player of the Week Award Announcement, Week no. 31",0,0
158,"2040-7-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
172,"2040-7-16",104,0,0,"Player of the Week Award Announcement, Week no. 29",0,0
158,"2039-9-29",22,0,0,"Most Valuable Player Award announced",0,0
158,"2040-3-6",10,0,0,"Preseason begins",0,0
158,"2040-7-2",104,0,0,"Player of the Week Award Announcement, Week no. 27",0,0
156,"2040-8-1",101,0,0,"Batter of the Month Award Announcement",0,0
158,"2040-7-9",104,0,0,"Player of the Week Award Announcement, Week no. 28",0,0
156,"2040-8-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
157,"2040-7-2",104,0,0,"Player of the Week Award Announcement, Week no. 27",0,0
158,"2040-7-16",104,0,0,"Player of the Week Award Announcement, Week no. 29",0,0
146,"2040-9-9",13,0,0,"Regular Season Ends",0,0
159,"2040-7-16",104,0,0,"Player of the Week Award Announcement, Week no. 29",0,0
156,"2040-8-6",104,0,0,"Player of the Week Award Announcement, Week no. 32",0,0
156,"2040-8-13",104,0,0,"Player of the Week Award Announcement, Week no. 33",0,0
156,"2040-8-20",104,0,0,"Player of the Week Award Announcement, Week no. 34",0,0
160,"2040-7-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
172,"2040-7-23",104,0,0,"Player of the Week Award Announcement, Week no. 30",0,0
160,"2040-7-2",104,0,0,"Player of the Week Award Announcement, Week no. 27",0,0
156,"2040-8-27",104,0,0,"Player of the Week Award Announcement, Week no. 35",0,0
161,"2040-7-23",104,0,0,"Player of the Week Award Announcement, Week no. 30",0,0
156,"2040-9-1",101,0,0,"Batter of the Month Award Announcement",0,0
156,"2040-9-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
159,"2040-7-23",104,0,0,"Player of the Week Award Announcement, Week no. 30",0,0
159,"2040-7-30",104,0,0,"Player of the Week Award Announcement, Week no. 31",0,0
160,"2040-7-9",104,0,0,"Player of the Week Award Announcement, Week no. 28",0,0
157,"2040-7-9",104,0,0,"Player of the Week Award Announcement, Week no. 28",0,0
159,"2040-8-1",101,0,0,"Batter of the Month Award Announcement",0,0
172,"2040-7-30",104,0,0,"Player of the Week Award Announcement, Week no. 31",0,0
156,"2040-9-3",104,0,0,"Player of the Week Award Announcement, Week no. 36",0,0
160,"2040-7-16",104,0,0,"Player of the Week Award Announcement, Week no. 29",0,0
172,"2040-8-1",101,0,0,"Batter of the Month Award Announcement",0,0
156,"2040-9-10",104,0,0,"Player of the Week Award Announcement, Week no. 37",0,0
159,"2040-8-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
157,"2040-7-16",104,0,0,"Player of the Week Award Announcement, Week no. 29",0,0
160,"2040-7-23",104,0,0,"Player of the Week Award Announcement, Week no. 30",0,0
160,"2040-7-30",104,0,0,"Player of the Week Award Announcement, Week no. 31",0,0
160,"2040-8-1",101,0,0,"Batter of the Month Award Announcement",0,0
172,"2040-8-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
158,"2040-7-23",104,0,0,"Player of the Week Award Announcement, Week no. 30",0,0
157,"2040-7-23",104,0,0,"Player of the Week Award Announcement, Week no. 30",0,0
160,"2040-8-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
160,"2040-8-6",104,0,0,"Player of the Week Award Announcement, Week no. 32",0,0
160,"2040-8-13",104,0,0,"Player of the Week Award Announcement, Week no. 33",0,0
160,"2040-8-20",104,0,0,"Player of the Week Award Announcement, Week no. 34",0,0
161,"2040-7-30",104,0,0,"Player of the Week Award Announcement, Week no. 31",0,0
160,"2040-8-27",104,0,0,"Player of the Week Award Announcement, Week no. 35",0,0
160,"2040-9-1",101,0,0,"Batter of the Month Award Announcement",0,0
160,"2040-9-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
160,"2040-9-3",104,0,0,"Player of the Week Award Announcement, Week no. 36",0,0
160,"2040-9-10",104,0,0,"Player of the Week Award Announcement, Week no. 37",0,0
156,"2040-9-10",13,0,0,"Regular Season Ends",0,0
161,"2040-8-1",101,0,0,"Batter of the Month Award Announcement",0,0
159,"2040-8-6",104,0,0,"Player of the Week Award Announcement, Week no. 32",0,0
161,"2040-8-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
161,"2040-8-6",104,0,0,"Player of the Week Award Announcement, Week no. 32",0,0
161,"2040-8-13",104,0,0,"Player of the Week Award Announcement, Week no. 33",0,0
157,"2040-7-30",104,0,0,"Player of the Week Award Announcement, Week no. 31",0,0
157,"2040-8-1",101,0,0,"Batter of the Month Award Announcement",0,0
157,"2040-8-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
157,"2040-8-6",104,0,0,"Player of the Week Award Announcement, Week no. 32",0,0
157,"2040-8-13",104,0,0,"Player of the Week Award Announcement, Week no. 33",0,0
157,"2040-8-20",104,0,0,"Player of the Week Award Announcement, Week no. 34",0,0
157,"2040-8-27",104,0,0,"Player of the Week Award Announcement, Week no. 35",0,0
157,"2040-9-1",101,0,0,"Batter of the Month Award Announcement",0,0
157,"2040-9-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
157,"2040-9-3",104,0,0,"Player of the Week Award Announcement, Week no. 36",0,0
157,"2040-9-3",13,0,0,"Regular Season Ends",0,0
157,"2040-5-16",29,0,0,"2040 All-Star Voting Begins",0,0
152,"2040-9-12",13,0,0,"Regular Season Ends",0,0
158,"2040-7-30",104,0,0,"Player of the Week Award Announcement, Week no. 31",0,0
161,"2040-8-20",104,0,0,"Player of the Week Award Announcement, Week no. 34",0,0
158,"2040-8-1",101,0,0,"Batter of the Month Award Announcement",0,0
158,"2040-8-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
158,"2040-8-6",104,0,0,"Player of the Week Award Announcement, Week no. 32",0,0
158,"2040-8-13",104,0,0,"Player of the Week Award Announcement, Week no. 33",0,0
158,"2040-8-20",104,0,0,"Player of the Week Award Announcement, Week no. 34",0,0
158,"2040-8-27",104,0,0,"Player of the Week Award Announcement, Week no. 35",0,0
158,"2040-9-1",101,0,0,"Batter of the Month Award Announcement",0,0
158,"2040-9-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
158,"2040-9-3",104,0,0,"Player of the Week Award Announcement, Week no. 36",0,0
158,"2040-9-3",13,0,0,"Regular Season Ends",0,0
158,"2040-9-5",15,0,0,"PLAYOFFS BEGIN",0,0
172,"2040-8-6",104,0,0,"Player of the Week Award Announcement, Week no. 32",0,0
172,"2040-8-13",104,0,0,"Player of the Week Award Announcement, Week no. 33",0,0
172,"2040-8-20",104,0,0,"Player of the Week Award Announcement, Week no. 34",0,0
161,"2040-8-27",104,0,0,"Player of the Week Award Announcement, Week no. 35",0,0
159,"2040-8-13",104,0,0,"Player of the Week Award Announcement, Week no. 33",0,0
159,"2040-8-20",104,0,0,"Player of the Week Award Announcement, Week no. 34",0,0
159,"2040-8-27",104,0,0,"Player of the Week Award Announcement, Week no. 35",0,0
159,"2040-9-1",101,0,0,"Batter of the Month Award Announcement",0,0
159,"2040-9-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
159,"2040-9-3",104,0,0,"Player of the Week Award Announcement, Week no. 36",0,0
159,"2040-9-10",104,0,0,"Player of the Week Award Announcement, Week no. 37",0,0
159,"2040-9-13",13,0,0,"Regular Season Ends",0,0
159,"2040-9-15",15,0,0,"PLAYOFFS BEGIN",0,0
100,"2040-4-16",15,0,0,"2040 PLAYOFFS BEGIN",0,0
101,"2040-4-17",15,0,0,"2040 PLAYOFFS BEGIN",0,0
102,"2040-4-28",15,0,0,"2040 PLAYOFFS BEGIN",0,0
152,"2040-5-17",29,0,0,"2040 All-Star Voting Begins",0,0
172,"2040-8-27",104,0,0,"Player of the Week Award Announcement, Week no. 35",0,0
145,"2040-5-23",29,0,0,"2040 All-Star Voting Begins",0,0
172,"2040-9-1",101,0,0,"Batter of the Month Award Announcement",0,0
145,"2040-7-15",14,0,0,"2040 All-Star Teams announced",0,0
172,"2040-9-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
161,"2040-9-1",101,0,0,"Batter of the Month Award Announcement",0,0
172,"2040-9-3",104,0,0,"Player of the Week Award Announcement, Week no. 36",0,0
161,"2040-9-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
172,"2040-9-10",104,0,0,"Player of the Week Award Announcement, Week no. 37",0,0
100,"2040-4-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
101,"2040-3-1",12,0,0,"OPENING DAY",0,0
156,"2040-9-12",15,0,0,"PLAYOFFS BEGIN",0,0
147,"2040-9-11",15,0,0,"PLAYOFFS BEGIN",0,0
146,"2040-9-11",15,0,0,"PLAYOFFS BEGIN",0,0
160,"2040-9-10",13,0,0,"Regular Season Ends",0,0
160,"2040-9-12",15,0,0,"PLAYOFFS BEGIN",0,0
161,"2040-9-2",13,0,0,"Regular Season Ends",0,0
161,"2040-5-12",29,0,0,"2040 All-Star Voting Begins",0,0
102,"2040-3-1",12,0,0,"OPENING DAY",0,0
100,"2040-4-2",104,0,0,"Player of the Week Award Announcement, Week no. 14",0,0
172,"2040-9-11",13,0,0,"Regular Season Ends",0,0
145,"2039-12-1",8,0,0,"Salary Arbitration Hearings",0,0
172,"2040-9-13",15,0,0,"PLAYOFFS BEGIN",0,0
145,"2039-12-3",17,0,0,"Free Agency Filings",0,0
103,"2040-5-10",15,0,0,"2040 PLAYOFFS BEGIN",0,0
145,"2039-12-20",18,0,0,"Winter Meetings start",0,0
145,"2039-12-23",19,0,0,"Winter Meetings end",0,0
145,"2039-12-26",4,1,0,"Rule 5 Draft",0,1
145,"2040-2-3",10,0,0,"Preseason begins",0,0
100,"2040-5-15",16,0,0,"Offseason starts",0,0
145,"2040-7-17",20,0,0,"2040 All-Star Game",0,0
151,"2040-6-17",14,0,0,"2040 All-Star Teams announced",0,0
152,"2040-6-20",14,0,0,"2040 All-Star Teams announced",0,0
145,"2040-7-15",37,0,0,"2040 All-Star Prospects Game",0,0
100,"2040-5-23",25,0,0,"Great Glove Award announced",0,0
100,"2040-4-9",104,0,0,"Player of the Week Award Announcement, Week no. 15",0,0
100,"2040-4-14",13,0,0,"Regular Season Ends",0,0
100,"2040-5-24",32,0,0,"Reliever of the Year Award announced",0,0
100,"2040-5-25",31,0,0,"Platinum Stick Award announced",0,0
100,"2040-5-26",23,0,0,"Pitcher of the Year Award announced",0,0
100,"2040-3-19",38,1,0,"2040 All-Star HR Challenge",0,0
152,"2040-6-22",20,0,0,"2040 All-Star Game",0,0
100,"2040-5-27",22,0,0,"Most Valuable Player Award announced",0,0
101,"2040-3-12",104,0,0,"Player of the Week Award Announcement, Week no. 11",0,0
101,"2040-3-19",104,0,0,"Player of the Week Award Announcement, Week no. 12",0,0
101,"2040-3-26",104,0,0,"Player of the Week Award Announcement, Week no. 13",0,0
101,"2040-4-1",101,0,0,"Batter of the Month Award Announcement",0,0
101,"2040-4-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
101,"2040-4-2",104,0,0,"Player of the Week Award Announcement, Week no. 14",0,0
100,"2041-1-30",10,0,0,"Preseason begins",0,0
100,"2041-3-1",12,0,0,"Regular Season begins",0,0
101,"2040-5-19",16,0,0,"Offseason starts",0,0
101,"2040-4-9",104,0,0,"Player of the Week Award Announcement, Week no. 15",0,0
103,"2040-3-2",12,0,0,"OPENING DAY",0,0
101,"2040-4-14",13,0,0,"Regular Season Ends",0,0
101,"2040-5-27",25,0,0,"Great Glove Award announced",0,0
101,"2040-5-28",32,0,0,"Reliever of the Year Award announced",0,0
101,"2040-5-29",31,0,0,"Platinum Stick Award announced",0,0
101,"2040-3-19",38,1,0,"2040 All-Star HR Challenge",0,0
101,"2040-5-30",23,0,0,"Pitcher of the Year Award announced",0,0
102,"2040-3-12",104,0,0,"Player of the Week Award Announcement, Week no. 11",0,0
102,"2040-3-19",104,0,0,"Player of the Week Award Announcement, Week no. 12",0,0
102,"2040-3-26",104,0,0,"Player of the Week Award Announcement, Week no. 13",0,0
102,"2040-4-1",101,0,0,"Batter of the Month Award Announcement",0,0
101,"2040-5-31",22,0,0,"Most Valuable Player Award announced",0,0
101,"2041-1-30",10,0,0,"Preseason begins",0,0
101,"2041-3-1",12,0,0,"Regular Season begins",0,0
102,"2040-4-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
100,"2039-5-25",31,0,1,"Platinum Stick Award announced",0,0
102,"2040-4-2",104,0,0,"Player of the Week Award Announcement, Week no. 14",0,0
102,"2040-4-9",104,0,0,"Player of the Week Award Announcement, Week no. 15",0,0
102,"2040-4-16",104,0,0,"Player of the Week Award Announcement, Week no. 16",0,0
102,"2040-4-23",104,0,0,"Player of the Week Award Announcement, Week no. 17",0,0
102,"2040-5-1",101,0,0,"Batter of the Month Award Announcement",0,0
102,"2040-5-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
102,"2040-4-25",13,0,0,"Regular Season Ends",0,0
102,"2040-3-14",29,0,0,"2040 All-Star Voting Begins",0,0
102,"2040-3-25",14,0,0,"2040 All-Star Teams announced",0,0
102,"2040-3-27",20,0,0,"2040 All-Star Game",0,0
102,"2040-3-26",38,1,0,"2040 All-Star HR Challenge",0,0
102,"2040-4-27",15,0,1,"PLAYOFFS BEGIN",0,0
103,"2040-3-12",104,0,0,"Player of the Week Award Announcement, Week no. 11",0,0
103,"2040-3-19",104,0,0,"Player of the Week Award Announcement, Week no. 12",0,0
102,"2039-6-1",16,0,0,"Offseason starts",0,0
102,"2039-6-9",25,0,0,"Great Glove Award announced",0,0
102,"2039-6-10",32,0,0,"Reliever of the Year Award announced",0,0
103,"2040-3-26",104,0,0,"Player of the Week Award Announcement, Week no. 13",0,0
100,"2039-5-26",23,0,1,"Pitcher of the Year Award announced",0,0
103,"2040-4-1",101,0,0,"Batter of the Month Award Announcement",0,0
103,"2040-4-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
103,"2040-4-2",104,0,0,"Player of the Week Award Announcement, Week no. 14",0,0
103,"2040-4-9",104,0,0,"Player of the Week Award Announcement, Week no. 15",0,0
103,"2040-4-16",104,0,0,"Player of the Week Award Announcement, Week no. 16",0,0
103,"2040-4-23",104,0,0,"Player of the Week Award Announcement, Week no. 17",0,0
103,"2040-4-30",104,0,0,"Player of the Week Award Announcement, Week no. 18",0,0
103,"2040-5-1",101,0,0,"Batter of the Month Award Announcement",0,0
103,"2040-5-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
103,"2040-5-7",104,0,0,"Player of the Week Award Announcement, Week no. 19",0,0
103,"2040-5-9",13,0,0,"Regular Season Ends",0,0
103,"2040-3-14",29,0,0,"2040 All-Star Voting Begins",0,0
103,"2040-3-25",14,0,0,"2040 All-Star Teams announced",0,0
103,"2040-3-27",20,0,0,"2040 All-Star Game",0,0
103,"2040-3-26",38,1,0,"2040 All-Star HR Challenge",0,0
103,"2039-6-1",16,0,0,"Offseason starts",0,0
103,"2039-6-9",25,0,0,"Great Glove Award announced",0,0
103,"2039-6-10",32,0,0,"Reliever of the Year Award announced",0,0
103,"2040-5-11",15,0,1,"PLAYOFFS BEGIN",0,0
100,"2039-5-27",22,0,1,"Most Valuable Player Award announced",0,0
150,"2040-6-17",14,0,0,"2040 All-Star Teams announced",0,0
145,"2040-7-16",38,0,0,"2040 All-Star HR Challenge",0,0
148,"2040-6-14",14,0,0,"2040 All-Star Teams announced",0,0
145,"2040-10-2",15,0,0,"PLAYOFFS BEGIN",0,0
149,"2040-6-24",14,0,0,"2040 All-Star Teams announced",0,0
151,"2040-6-19",20,0,0,"2040 All-Star Game",0,0
155,"2040-6-10",14,0,0,"2040 All-Star Teams announced",0,0
151,"2040-9-4",15,0,0,"PLAYOFFS BEGIN",0,0
153,"2040-6-14",14,0,0,"2040 All-Star Teams announced",0,0
150,"2040-6-19",20,0,0,"2040 All-Star Game",0,0
154,"2040-6-17",14,0,0,"2040 All-Star Teams announced",0,0
150,"2040-9-4",15,0,0,"PLAYOFFS BEGIN",0,0
157,"2040-6-24",14,0,0,"2040 All-Star Teams announced",0,0
148,"2040-6-16",20,0,0,"2040 All-Star Game",0,0
161,"2040-6-17",14,0,0,"2040 All-Star Teams announced",0,0
100,"2040-1-14",10,0,1,"Preseason begins",0,0
148,"2040-9-4",15,0,0,"PLAYOFFS BEGIN",0,0
101,"2039-5-25",31,0,1,"Platinum Stick Award announced",0,0
101,"2039-5-26",23,0,1,"Pitcher of the Year Award announced",0,0
101,"2039-5-27",22,0,1,"Most Valuable Player Award announced",0,0
101,"2040-1-14",10,0,1,"Preseason begins",0,0
149,"2040-6-26",20,0,0,"2040 All-Star Game",0,0
102,"2039-6-11",31,0,0,"Platinum Stick Award announced",0,0
102,"2039-6-12",23,0,0,"Pitcher of the Year Award announced",0,0
102,"2039-6-13",22,0,0,"Most Valuable Player Award announced",0,0
102,"2040-1-14",10,0,0,"Preseason begins",0,0
149,"2040-9-5",15,0,0,"PLAYOFFS BEGIN",0,0
103,"2039-6-11",31,0,0,"Platinum Stick Award announced",0,0
103,"2039-6-12",23,0,0,"Pitcher of the Year Award announced",0,0
103,"2039-6-13",22,0,0,"Most Valuable Player Award announced",0,0
103,"2040-1-14",10,0,0,"Preseason begins",0,0
155,"2040-6-12",20,0,0,"2040 All-Star Game",0,0
155,"2040-9-7",15,0,0,"PLAYOFFS BEGIN",0,0
153,"2040-6-16",20,0,0,"2040 All-Star Game",0,0
153,"2040-9-4",15,0,0,"PLAYOFFS BEGIN",0,0
154,"2040-6-19",20,0,0,"2040 All-Star Game",0,0
154,"2040-9-5",15,0,0,"PLAYOFFS BEGIN",0,0
157,"2040-6-26",20,0,0,"2040 All-Star Game",0,0
157,"2040-9-5",15,0,0,"PLAYOFFS BEGIN",0,0
161,"2040-6-19",20,0,0,"2040 All-Star Game",0,0
161,"2040-9-4",15,0,0,"PLAYOFFS BEGIN",0,0
152,"2040-9-14",15,0,0,"PLAYOFFS BEGIN",0,0
128,"2018-1-1",104,0,1,"Player of the Week Award Announcement, Week no. 1",0,0
128,"2018-1-1",101,0,1,"Batter of the Month Award Announcement",0,0
128,"2018-1-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
128,"2018-1-1",103,0,1,"Rookie of the Month Award Announcement",0,0
128,"2018-1-8",104,0,1,"Player of the Week Award Announcement, Week no. 2",0,0
128,"2018-1-15",104,0,1,"Player of the Week Award Announcement, Week no. 3",0,0
128,"2018-1-22",104,0,1,"Player of the Week Award Announcement, Week no. 4",0,0
128,"2018-1-29",104,0,1,"Player of the Week Award Announcement, Week no. 5",0,0
128,"2018-2-1",101,0,1,"Batter of the Month Award Announcement",0,0
128,"2018-2-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
128,"2018-2-1",103,0,1,"Rookie of the Month Award Announcement",0,0
128,"2018-2-5",104,0,1,"Player of the Week Award Announcement, Week no. 6",0,0
128,"2018-2-12",104,0,1,"Player of the Week Award Announcement, Week no. 7",0,0
128,"2018-2-19",104,0,1,"Player of the Week Award Announcement, Week no. 8",0,0
128,"2018-2-19",101,0,1,"Batter of the Month Award Announcement",0,0
128,"2018-2-19",102,0,1,"Pitcher of the Month Award Announcement",0,0
128,"2018-2-19",103,0,1,"Rookie of the Month Award Announcement",0,0
128,"2017-8-15",2,0,1,"First-Year Player Draft",0,1
128,"2017-7-16",3,0,1,"Draft Pool Announcement",0,0
128,"2018-2-19",13,0,1,"Regular Season Ends",0,0
128,"2018-2-21",15,0,1,"PLAYOFFS BEGIN",0,0
130,"2017-6-15",2,0,1,"First-Year Player Draft",0,1
130,"2017-5-16",3,0,1,"Draft Pool Announcement",0,0
130,"2017-4-9",5,0,1,"Trading Deadline",0,0
130,"2017-4-12",13,0,1,"Regular Season Ends",0,0
130,"2017-4-14",15,0,1,"PLAYOFFS BEGIN",0,0
171,"2017-5-8",104,0,1,"Player of the Week Award Announcement, Week no. 19",0,0
171,"2017-5-15",104,0,1,"Player of the Week Award Announcement, Week no. 20",0,0
171,"2017-5-22",104,0,1,"Player of the Week Award Announcement, Week no. 21",0,0
171,"2017-5-28",101,0,1,"Batter of the Month Award Announcement",0,0
171,"2017-5-28",102,0,1,"Pitcher of the Month Award Announcement",0,0
178,"2017-5-1",104,0,1,"Player of the Week Award Announcement, Week no. 18",0,0
178,"2017-5-1",101,0,1,"Batter of the Month Award Announcement",0,0
171,"2017-5-28",103,0,1,"Rookie of the Month Award Announcement",0,0
171,"2017-5-11",9,0,1,"Roster Expansion",0,0
171,"2017-6-5",2,0,1,"First-Year Player Draft",0,1
171,"2017-5-6",3,0,1,"Draft Pool Announcement",0,0
171,"2017-5-11",5,0,1,"Trading Deadline",0,0
171,"2017-5-28",13,0,1,"Regular Season Ends",0,0
171,"2017-5-30",15,0,1,"PLAYOFFS BEGIN",0,0
172,"2017-6-26",104,0,1,"Player of the Week Award Announcement, Week no. 26",0,0
172,"2017-7-1",101,0,1,"Batter of the Month Award Announcement",0,0
172,"2017-7-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
172,"2017-7-3",104,0,1,"Player of the Week Award Announcement, Week no. 27",0,0
172,"2017-7-10",104,0,1,"Player of the Week Award Announcement, Week no. 28",0,0
178,"2017-5-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
178,"2017-5-1",103,0,1,"Rookie of the Month Award Announcement",0,0
178,"2017-5-8",104,0,1,"Player of the Week Award Announcement, Week no. 19",0,0
178,"2017-5-15",104,0,1,"Player of the Week Award Announcement, Week no. 20",0,0
178,"2017-5-22",104,0,1,"Player of the Week Award Announcement, Week no. 21",0,0
178,"2017-5-29",104,0,1,"Player of the Week Award Announcement, Week no. 22",0,0
178,"2017-6-1",101,0,1,"Batter of the Month Award Announcement",0,0
178,"2017-6-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
178,"2017-6-1",103,0,1,"Rookie of the Month Award Announcement",0,0
178,"2017-6-5",104,0,1,"Player of the Week Award Announcement, Week no. 23",0,0
178,"2017-6-12",104,0,1,"Player of the Week Award Announcement, Week no. 24",0,0
178,"2017-6-19",104,0,1,"Player of the Week Award Announcement, Week no. 25",0,0
178,"2017-6-23",101,0,1,"Batter of the Month Award Announcement",0,0
178,"2017-6-23",102,0,1,"Pitcher of the Month Award Announcement",0,0
178,"2017-6-23",103,0,1,"Rookie of the Month Award Announcement",0,0
178,"2017-6-8",5,0,1,"Trading Deadline",0,0
172,"2017-7-17",104,0,1,"Player of the Week Award Announcement, Week no. 29",0,0
172,"2017-7-24",104,0,1,"Player of the Week Award Announcement, Week no. 30",0,0
172,"2017-7-31",104,0,1,"Player of the Week Award Announcement, Week no. 31",0,0
172,"2017-8-1",101,0,1,"Batter of the Month Award Announcement",0,0
172,"2017-8-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
172,"2017-8-7",104,0,1,"Player of the Week Award Announcement, Week no. 32",0,0
172,"2017-8-14",104,0,1,"Player of the Week Award Announcement, Week no. 33",0,0
172,"2017-8-19",101,0,1,"Batter of the Month Award Announcement",0,0
145,"2017-1-5",30,0,1,"Hall of Fame Voting Results",0,0
172,"2017-8-19",102,0,1,"Pitcher of the Month Award Announcement",0,0
172,"2017-8-19",13,0,1,"Regular Season Ends",0,0
172,"2017-8-21",15,0,1,"PLAYOFFS BEGIN",0,0
134,"2017-12-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
134,"2017-12-1",103,0,1,"Rookie of the Month Award Announcement",0,0
134,"2017-12-4",104,0,1,"Player of the Week Award Announcement, Week no. 49",0,0
134,"2017-12-11",104,0,1,"Player of the Week Award Announcement, Week no. 50",0,0
134,"2017-6-5",2,0,1,"First-Year Player Draft",0,1
134,"2017-5-6",3,0,1,"Draft Pool Announcement",0,0
134,"2017-7-31",5,0,1,"Trading Deadline",0,0
134,"2017-12-14",13,0,1,"Regular Season Ends",0,0
134,"2017-12-16",15,0,1,"PLAYOFFS BEGIN",0,0
174,"2017-6-26",104,0,1,"Player of the Week Award Announcement, Week no. 26",0,0
174,"2017-7-1",101,0,1,"Batter of the Month Award Announcement",0,0
174,"2017-7-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
174,"2017-7-1",103,0,1,"Rookie of the Month Award Announcement",0,0
174,"2017-7-3",104,0,1,"Player of the Week Award Announcement, Week no. 27",0,0
174,"2017-7-10",104,0,1,"Player of the Week Award Announcement, Week no. 28",0,0
174,"2017-7-17",104,0,1,"Player of the Week Award Announcement, Week no. 29",0,0
174,"2017-7-24",104,0,1,"Player of the Week Award Announcement, Week no. 30",0,0
174,"2017-7-31",104,0,1,"Player of the Week Award Announcement, Week no. 31",0,0
174,"2017-8-1",101,0,1,"Batter of the Month Award Announcement",0,0
174,"2017-8-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
174,"2017-8-1",103,0,1,"Rookie of the Month Award Announcement",0,0
174,"2017-8-7",104,0,1,"Player of the Week Award Announcement, Week no. 32",0,0
174,"2017-8-14",104,0,1,"Player of the Week Award Announcement, Week no. 33",0,0
174,"2017-8-21",104,0,1,"Player of the Week Award Announcement, Week no. 34",0,0
174,"2017-8-28",104,0,1,"Player of the Week Award Announcement, Week no. 35",0,0
174,"2017-9-1",101,0,1,"Batter of the Month Award Announcement",0,0
174,"2017-9-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
174,"2017-9-1",103,0,1,"Rookie of the Month Award Announcement",0,0
174,"2017-9-4",104,0,1,"Player of the Week Award Announcement, Week no. 36",0,0
174,"2017-8-15",5,0,1,"Trading Deadline",0,0
174,"2017-9-10",13,0,1,"Regular Season Ends",0,0
174,"2017-9-12",15,0,1,"PLAYOFFS BEGIN",0,0
175,"2017-5-22",104,0,1,"Player of the Week Award Announcement, Week no. 21",0,0
175,"2017-5-29",104,0,1,"Player of the Week Award Announcement, Week no. 22",0,0
175,"2017-6-1",101,0,1,"Batter of the Month Award Announcement",0,0
175,"2017-6-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
175,"2017-6-1",103,0,1,"Rookie of the Month Award Announcement",0,0
175,"2017-6-5",104,0,1,"Player of the Week Award Announcement, Week no. 23",0,0
179,"2017-6-19",104,0,1,"Player of the Week Award Announcement, Week no. 25",0,0
175,"2017-6-12",104,0,1,"Player of the Week Award Announcement, Week no. 24",0,0
175,"2017-6-19",104,0,1,"Player of the Week Award Announcement, Week no. 25",0,0
175,"2017-6-26",104,0,1,"Player of the Week Award Announcement, Week no. 26",0,0
175,"2017-7-1",101,0,1,"Batter of the Month Award Announcement",0,0
175,"2017-7-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
175,"2017-7-1",103,0,1,"Rookie of the Month Award Announcement",0,0
175,"2017-7-3",104,0,1,"Player of the Week Award Announcement, Week no. 27",0,0
175,"2017-7-10",104,0,1,"Player of the Week Award Announcement, Week no. 28",0,0
