park_id,dimensions_x,dimensions_y,batter_left_x,batter_left_y,batter_right_x,batter_right_y,bases_x0,bases_x1,bases_x2,bases_y0,bases_y1,bases_y2,positions_x0,positions_x1,positions_x2,positions_x3,positions_x4,positions_x5,positions_x6,positions_x7,positions_x8,positions_x9,positions_y0,positions_y1,positions_y2,positions_y3,positions_y4,positions_y5,positions_y6,positions_y7,positions_y8,positions_y9,avg,avg_l,avg_r,d,t,hr,hr_r,hr_l,temperature0,temperature1,temperature2,temperature3,temperature4,temperature5,temperature6,temperature7,temperature8,temperature9,temperature10,temperature11,rain0,rain1,rain2,rain3,rain4,rain5,rain6,rain7,rain8,rain9,rain10,rain11,wind,wind_direction,distances0,distances1,distances2,distances3,distances4,distances5,distances6,wall_heights0,wall_heights1,wall_heights2,wall_heights3,wall_heights4,wall_heights5,wall_heights6,name,picture,picture_night,nation_id,capacity,type,foul_ground,turf,gender,relative_path_3d_model,file_name_3d_model,home_team_dugout_is_at_first_base
120,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0150,1.0150,1.0150,1.0250,1.0000,1.0500,1.0500,1.0500,27,28,37,47,58,67,72,71,64,53,43,33,7,6,5,5,4,4,3,3,4,4,6,7,11,7,341,367,415,435,412,368,332,9,9,9,15,9,9,9,"Jerry Uht Park","default_grass.jpg","default_grass.jpg",0,6000,0,0,0,0,"","",1
121,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0100,1.0100,1.0100,0.9800,1.0000,1.0650,1.0650,1.0650,30,33,42,52,62,71,76,74,66,55,44,35,3,3,4,4,4,4,3,3,3,3,3,3,8,6,322,352,383,416,380,340,322,7,7,7,7,7,7,7,"FNB Field","default_grass.jpg","default_grass.jpg",0,6302,0,0,0,0,"","",1
122,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,0.9800,1.0000,1.1100,1.1100,1.1100,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,5,311,343,380,429,395,355,321,8,8,8,8,8,8,8,"FirstEnergy Stadium","default_grass.jpg","default_grass.jpg",0,9000,0,0,0,0,"","",1
123,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9800,0.9800,0.9800,0.9650,1.0000,0.9800,0.9800,0.9800,53,56,62,67,73,79,82,81,78,69,62,55,3,3,3,3,3,4,4,5,4,3,3,3,8,2,329,359,403,428,398,360,324,10,10,10,14,10,10,10,"Baseball Grounds of Jacksonville","default_grass.jpg","default_grass.jpg",0,11000,0,0,0,0,"","",1
124,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0650,1.0000,0.9750,0.9750,0.9750,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,6,327,361,391,420,392,352,321,9,9,9,15,9,9,9,"Five County Stadium","default_grass.jpg","default_grass.jpg",0,6500,0,0,0,0,"","",1
125,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,0.9800,1.0000,1.0350,1.0350,1.0350,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,6,328,360,398,427,394,352,323,9,9,9,9,9,9,9,"MGM Park","default_grass.jpg","default_grass.jpg",0,10200,0,0,0,0,"","",1
126,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0150,1.0150,1.0150,0.9800,1.0000,1.0750,1.0750,1.0750,38,42,50,58,66,74,78,77,71,59,49,41,4,4,4,4,3,4,3,3,3,3,3,3,7,4,331,365,401,422,395,354,322,10,10,10,16,10,10,10,"Smokies Park","default_grass.jpg","default_grass.jpg",0,6412,0,0,0,0,"","",1
127,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0300,1.0000,0.9900,0.9900,0.9900,45,49,57,63,72,79,81,81,76,64,55,48,3,3,3,3,3,3,3,3,3,2,3,3,7,2,342,372,417,435,420,369,331,10,10,10,14,10,10,10,"The Ballpark at Jackson","default_grass.jpg","default_grass.jpg",0,6000,0,0,0,0,"","",1
128,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9900,0.9900,0.9900,0.9750,1.0000,0.9150,0.9150,0.9150,43,47,55,61,69,76,80,80,74,63,53,46,3,3,4,3,3,3,3,4,3,2,3,3,7,3,340,365,385,405,385,365,340,10,10,10,10,10,10,10,"Regions Field","default_grass.jpg","default_grass.jpg",0,10800,0,0,0,0,"","",1
129,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9746,0.9720,0.9760,1.0120,0.9580,0.9267,0.9400,0.9020,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,4,330,365,388,400,388,365,332,8,8,8,8,12,12,12,"Trustmark Park","default_grass.jpg","default_grass.jpg",0,7500,0,0,0,0,"","",1
130,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0017,1.0180,0.9930,0.9500,1.0730,1.2126,1.1800,1.2730,50,54,60,66,74,79,82,81,77,68,59,52,3,3,4,3,3,3,3,3,3,3,3,3,9,6,330,361,395,403,385,366,315,8,8,8,12,8,8,8,"Hank Aaron Stadium","default_grass.jpg","default_grass.jpg",0,6000,0,0,0,0,"","",1
131,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0100,1.0100,1.0100,1.0200,1.0000,1.0300,1.0300,1.0300,47,51,58,64,72,79,82,81,76,65,56,49,3,3,3,3,3,4,4,5,3,2,3,3,7,8,314,352,380,401,377,355,332,17,17,9,14,9,9,9,"Montgomery Riverwalk Stadium","default_grass.jpg","default_grass.jpg",0,4500,0,0,0,0,"","",1
132,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0100,1.0100,1.0100,1.0150,1.0000,1.0300,1.0300,1.0300,39,43,51,60,68,75,80,79,72,60,50,42,4,4,4,3,3,4,3,4,3,3,3,3,6,5,330,360,375,400,370,355,326,18,18,10,10,10,10,10,"AT&T Field","default_grass.jpg","default_grass.jpg",0,6160,0,0,0,0,"","",1
133,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9950,0.9950,0.9950,0.9850,1.0000,0.9700,0.9700,0.9700,40,46,54,63,71,79,83,82,75,65,53,43,3,3,3,3,3,3,3,3,3,3,3,3,8,1,326,363,402,431,392,357,329,10,10,10,10,10,10,10,"Dickey-Stephens Park","default_grass.jpg","default_grass.jpg",0,5800,0,0,0,0,"","",1
134,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0050,1.0050,1.0050,1.0300,1.0000,1.1100,1.1100,1.1100,32,37,46,56,65,73,79,78,69,58,46,36,3,3,3,4,3,3,3,3,3,3,3,3,10,2,315,365,385,400,385,365,330,14,14,6,6,6,6,6,"Hammons Field","default_grass.jpg","default_grass.jpg",0,7500,0,0,0,0,"","",1
135,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9985,0.8750,1.0650,0.7500,0.7300,1.1480,1.2250,1.0050,36,42,51,61,69,78,84,82,74,63,50,40,2,3,3,3,3,3,3,2,3,3,3,3,10,1,308,319,344,410,350,326,300,7,7,8,10,14,18,18,"ONEOK Field","default_grass.jpg","default_grass.jpg",0,7833,0,0,0,0,"","",1
136,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0050,1.0050,1.0050,1.0250,1.0000,0.9850,0.9850,0.9850,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,8,329,366,413,433,427,380,333,7,7,7,10,14,18,18,"Arvest Ballpark","default_grass.jpg","default_grass.jpg",0,6500,0,0,0,0,"","",1
137,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9950,0.9950,0.9950,0.9750,1.0000,1.0250,1.0250,1.0250,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,4,339,375,423,439,411,366,332,9,9,9,15,9,9,9,"Dr. Pepper Ballpark","default_grass.jpg","default_grass.jpg",0,10600,0,0,0,0,"","",1
138,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0100,1.0100,1.0100,1.0200,1.0000,0.9550,0.9550,0.9550,43,49,56,64,73,80,82,80,74,64,52,45,2,2,1,1,2,2,2,2,2,2,1,1,11,8,330,365,385,410,380,356,322,10,10,10,16,10,10,10,"Security Bank Ballpark","default_grass.jpg","default_grass.jpg",0,6669,0,0,0,0,"","",1
139,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9950,0.9950,0.9950,1.0000,1.0000,0.9200,0.9200,0.9200,50,55,62,69,76,82,84,84,79,71,60,52,3,3,3,3,3,3,3,2,3,3,3,3,9,2,310,345,380,402,385,360,340,10,10,10,15,10,10,10,"Nelson W. Wolff Municipal Stadium","default_grass.jpg","default_grass.jpg",0,9200,0,0,0,0,"","",1
140,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9950,0.9950,0.9950,0.9800,1.0000,1.0400,1.0400,1.0400,56,60,66,72,78,82,84,84,81,74,65,58,3,3,3,2,2,3,2,2,3,3,3,3,12,4,319,351,382,426,382,347,319,7,7,7,7,7,7,7,"Whataburger Field","default_grass.jpg","default_grass.jpg",0,5400,0,0,0,0,"","",1
141,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9900,0.9900,0.9900,1.0000,1.0000,1.0250,1.0250,1.0250,48,53,57,63,70,78,83,82,77,67,55,47,2,3,3,2,1,0,0,0,0,1,2,2,6,8,341,386,423,429,405,355,331,17,17,13,9,6,6,6,"Historic Sam Lynn Ballpark","default_grass.jpg","default_grass.jpg",0,3500,0,0,0,0,"","",1
142,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0300,1.0000,0.9000,0.9000,0.9000,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,8,319,339,360,408,356,326,307,9,9,9,9,9,9,9,"John Thurman Field","default_grass.jpg","default_grass.jpg",0,4000,0,0,0,0,"","",1
143,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9700,0.9700,0.9700,0.9850,1.0000,0.9350,0.9350,0.9350,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,1,341,360,383,391,395,370,340,10,10,10,10,10,10,10,"San Jose Municipal Stadium","default_grass.jpg","default_grass.jpg",0,4200,0,0,0,0,"","",1
144,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9900,0.9900,0.9900,0.9750,1.0000,1.1100,1.1100,1.1100,46,51,55,60,67,73,77,77,73,65,53,45,3,3,3,2,1,0,0,0,0,1,3,3,8,3,300,340,375,399,380,355,326,9,9,9,9,9,9,9,"Banner Island Ballpark","default_grass.jpg","default_grass.jpg",0,5300,0,0,0,0,"","",1
145,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0210,1.0210,1.0210,0.8790,0.8800,1.0797,1.0780,1.0830,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,7,315,345,375,400,370,345,315,8,8,8,8,8,8,8,"Recreation Park","default_grass.jpg","default_grass.jpg",0,2468,0,0,0,0,"","",1
146,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0250,1.0250,1.0250,1.0150,1.0000,1.1150,1.1150,1.1150,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,3,328,357,410,427,416,377,328,6,6,9,9,9,17,17,"Adelanto Stadium","default_grass.jpg","default_grass.jpg",0,3808,0,0,0,0,"","",1
147,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9900,0.9900,0.9900,0.9800,1.0000,0.8950,0.8950,0.8950,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,6,329,362,411,434,414,379,337,10,10,10,10,10,18,18,"San Manuel Stadium","default_grass.jpg","default_grass.jpg",0,5000,0,0,0,0,"","",1
148,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9800,0.9800,0.9800,1.0050,1.0000,0.9200,0.9200,0.9200,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,6,338,367,409,431,405,366,336,7,7,7,7,7,7,7,"Lake Elsinore Diamond","default_grass.jpg","default_grass.jpg",0,7866,0,0,0,0,"","",1
149,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0400,1.0000,0.9450,0.9450,0.9450,40,43,47,50,56,61,67,67,62,53,45,40,6,6,6,5,3,3,3,1,3,4,7,7,7,2,325,360,385,401,385,360,325,20,20,20,20,20,20,20,"Salem Memorial Baseball Stadium","default_grass.jpg","default_grass.jpg",0,6300,0,0,0,0,"","",1
150,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9950,0.9950,0.9950,0.9950,1.0000,0.9800,0.9800,0.9800,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,2,327,361,397,425,392,355,323,9,9,9,9,9,9,9,"LoanMart Field","default_grass.jpg","default_grass.jpg",0,6200,0,0,0,0,"","",1
151,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0100,1.0100,1.0100,0.9850,1.0000,1.1400,1.1400,1.1400,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,4,320,354,390,425,401,364,327,6,6,7,9,9,17,17,"Harry Grove Stadium","default_grass.jpg","default_grass.jpg",0,5400,0,0,0,0,"","",1
152,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0100,1.0100,1.0100,1.0650,1.0000,0.9550,0.9550,0.9550,35,38,46,55,63,71,75,74,67,56,47,38,3,3,4,3,4,3,3,4,3,3,3,3,7,8,316,343,381,423,389,353,318,7,7,9,10,14,18,18,"Calvin Falwell Field","default_grass.jpg","default_grass.jpg",0,6000,0,0,0,0,"","",1
153,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0050,1.0050,1.0050,0.9850,1.0000,0.9900,0.9900,0.9900,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,2,326,358,403,424,398,358,323,10,10,10,10,10,10,10,"G. Richard Pfitzner Stadium","default_grass.jpg","default_grass.jpg",0,6000,0,0,0,0,"","",1
154,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9800,0.9800,0.9800,0.9700,1.0000,0.9200,0.9200,0.9200,32,34,43,52,63,72,77,75,68,56,46,36,3,3,4,4,3,3,3,3,3,3,3,3,9,2,325,350,375,400,375,350,325,7,7,7,7,7,7,7,"Daniel S. Frawley Stadium","default_grass.jpg","default_grass.jpg",0,6532,0,0,0,0,"","",1
155,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9850,0.9850,0.9850,0.9750,1.0000,1.0400,1.0400,1.0400,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,4,335,355,375,390,375,355,335,10,10,10,10,10,10,10,"Grainger Stadium","default_grass.jpg","default_grass.jpg",0,4100,0,0,0,0,"","",1
156,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,0.9700,1.0000,0.9900,0.9900,0.9900,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,5,308,358,387,400,385,348,328,9,9,9,9,9,9,9,"TicketReturn.com Field at Pelicans Ballpark","default_grass.jpg","default_grass.jpg",0,6500,0,0,0,0,"","",1
157,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0400,1.0400,1.0400,1.0200,1.0000,1.1050,1.1050,1.1050,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,2,325,360,401,426,417,369,335,9,9,9,9,9,17,17,"The Hanger","default_grass.jpg","default_grass.jpg",0,6860,0,0,0,0,"","",1
158,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0015,0.9300,1.0400,0.9780,1.0400,0.9910,1.0400,0.9000,38,41,49,58,66,74,78,76,70,59,49,41,3,3,4,3,3,3,3,4,3,3,3,3,8,6,316,357,392,427,404,362,322,9,9,9,9,9,17,17,"BB&T Ballpark","default_grass.jpg","default_grass.jpg",0,10900,0,0,0,0,"","",1
159,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,0.9800,1.0000,0.9900,0.9900,0.9900,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,8,340,365,380,404,380,365,340,10,10,10,10,10,10,10,"Space Coast Stadium","default_grass.jpg","default_grass.jpg",0,8100,0,0,0,0,"","",1
160,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0100,1.0100,1.0100,1.0050,1.0000,1.0500,1.0500,1.0500,58,60,65,69,75,80,82,82,80,74,67,61,3,3,3,3,3,4,4,4,5,3,3,3,9,5,310,327,350,408,367,340,307,7,7,7,11,11,15,15,"Jackie Robinson Ballpark","default_grass.jpg","default_grass.jpg",0,4200,0,0,0,0,"","",1
161,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9900,0.9900,0.9900,0.9950,1.0000,0.9150,0.9150,0.9150,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,4,335,360,380,400,370,350,325,7,7,7,7,7,7,7,"Roger Dean Stadium","default_grass.jpg","default_grass.jpg",0,7200,0,0,0,0,"","",1
162,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0100,1.0000,1.0100,1.0100,1.0100,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,3,338,365,385,410,385,365,338,10,10,10,10,10,10,10,"Tradition Field","default_grass.jpg","default_grass.jpg",0,7347,0,0,0,0,"","",1
163,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,1,332,355,398,426,377,343,322,17,17,13,9,9,9,9,"Charlotte Sports Park","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
164,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9900,0.9900,0.9900,1.0000,1.0000,1.0450,1.0450,1.0450,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,2,330,359,390,423,371,338,317,18,18,14,10,10,7,7,"Bright House Field","default_grass.jpg","default_grass.jpg",0,8500,0,0,0,0,"","",1
165,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0150,1.0150,1.0150,1.0300,1.0000,1.0500,1.0500,1.0500,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,3,330,355,380,400,363,350,336,9,9,9,13,9,9,9,"Florida Auto Exchange Stadium","default_grass.jpg","default_grass.jpg",0,5509,0,0,0,0,"","",1
166,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9900,0.9900,0.9900,0.9750,1.0000,0.9550,0.9550,0.9550,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,5,330,355,385,405,385,355,330,7,7,7,13,7,7,7,"Hammond Stadium","default_grass.jpg","default_grass.jpg",0,7500,0,0,0,0,"","",1
167,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0050,1.0050,1.0050,1.0000,1.0000,1.0200,1.0200,1.0200,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,6,335,369,402,433,399,359,326,7,7,7,7,7,7,7,"Joker Marchant Stadium","default_grass.jpg","default_grass.jpg",0,8500,0,0,0,0,"","",1
168,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0320,1.0320,1.0320,0.9670,0.9790,1.1850,1.1850,1.1850,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,4,325,346,379,390,379,346,325,12,12,12,12,12,12,12,"Ed Smith Stadium","default_grass.jpg","default_grass.jpg",0,7500,0,0,0,0,"","",1
169,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,0.9900,1.0000,0.9850,0.9850,0.9850,61,63,67,72,78,82,83,83,82,76,69,63,3,3,3,2,2,4,4,5,4,3,2,2,8,7,336,368,412,429,410,363,335,10,10,10,15,10,10,10,"George M. Steinbrenner Field","default_grass.jpg","default_grass.jpg",0,11026,0,0,0,0,"","",1
170,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9850,0.9850,0.9850,0.9600,1.0000,1.0150,1.0150,1.0150,43,49,56,64,73,80,82,80,74,64,52,45,2,2,1,1,2,2,2,2,2,2,1,1,11,6,332,350,375,400,373,352,325,9,9,9,9,9,9,9,"Dow Diamond","default_grass.jpg","default_grass.jpg",0,3500,0,0,0,0,"","",1
171,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,0.9850,1.0000,1.0450,1.0450,1.0450,24,27,37,48,60,69,73,71,64,52,41,29,4,3,4,4,4,3,3,3,3,3,4,5,9,6,320,350,375,400,375,350,320,8,8,8,8,8,8,8,"Fifth Third Field","default_grass.jpg","default_grass.jpg",0,10300,0,0,0,0,"","",1
172,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,7,320,360,380,400,380,360,320,6,6,9,9,13,17,17,"Parkview Field","default_grass.jpg","default_grass.jpg",0,9000,0,0,0,0,"","",1
173,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0150,1.0000,1.0300,1.0300,1.0300,22,24,34,46,57,66,70,68,61,49,38,27,5,4,4,4,3,4,3,3,3,3,4,5,10,3,305,345,375,402,375,345,305,9,9,9,9,9,9,9,"Cooley Law School Stadium","default_grass.jpg","default_grass.jpg",0,11000,0,0,0,0,"","",1
174,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9850,0.9850,0.9850,1.1370,1.0310,0.8080,0.8080,0.8080,23,27,38,48,60,69,73,71,63,52,40,29,5,4,5,4,4,4,3,3,3,3,4,5,10,5,336,372,397,420,397,372,336,16,16,12,33,12,16,16,"Four Winds Field at Coveleski Stadium","default_grass.jpg","default_grass.jpg",0,5000,0,0,0,0,"","",1
175,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,0.9800,1.0000,0.9300,0.9300,0.9300,22,25,35,46,58,67,71,69,61,50,38,28,5,4,4,4,3,3,3,3,3,3,5,5,10,7,331,357,397,424,395,361,327,9,9,9,9,9,9,9,"Fifth Third Ballpark","default_grass.jpg","default_grass.jpg",0,11123,0,0,0,0,"","",1
176,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0050,1.0050,1.0050,1.0250,1.0000,1.0200,1.0200,1.0200,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,1,325,345,365,380,365,345,325,9,9,9,9,9,9,9,"Harry C. Pohlman Field","default_grass.jpg","default_grass.jpg",0,3501,0,0,0,0,"","",1
